Step;  Passed RM Count;  Passed RM Percentage;  Avg. Passed OM Count;  1 OM Count;  1 OM Percentage;  2 OM Count;  2 OM Percentage;  3 OM Count;  3 OM Percentage;  4 OM Count;  4 OM Percentage;  5 OM Count;  5 OM Percentage;  6 OM Count;  6 OM Percentage;  7 OM Count;  7 OM Percentage;  8 OM Count;  8 OM Percentage;  9 OM Count;  9 OM Percentage;  10 OM Count;  10 OM Percentage
1;  1103;  71.716515;  1.058518;  660;  42.912874;  363;  23.602081;  78;  5.071521;  2;  0.130039;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
2;  1105;  71.846554;  1.052016;  668;  43.433030;  362;  23.537061;  74;  4.811443;  1;  0.065020;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
3;  1104;  71.781534;  1.057217;  665;  43.237971;  360;  23.407022;  75;  4.876463;  4;  0.260078;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
4;  1119;  72.756827;  1.068270;  672;  43.693108;  375;  24.382315;  68;  4.421326;  3;  0.195059;  1;  0.065020;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
5;  1099;  71.456437;  1.059168;  658;  42.782835;  354;  23.016905;  85;  5.526658;  2;  0.130039;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
6;  1098;  71.391417;  1.047464;  659;  42.847854;  368;  23.927178;  68;  4.421326;  3;  0.195059;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
7;  1098;  71.391417;  1.044213;  674;  43.823147;  346;  22.496749;  72;  4.681404;  6;  0.390117;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
8;  1108;  72.041612;  1.046814;  678;  44.083225;  361;  23.472042;  66;  4.291287;  3;  0.195059;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
9;  1102;  71.651495;  1.048765;  667;  43.368010;  363;  23.602081;  68;  4.421326;  4;  0.260078;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
10;  1108;  72.041612;  1.061118;  666;  43.302991;  365;  23.732120;  72;  4.681404;  5;  0.325098;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
