Step;  Passed RM Count;  Passed RM Percentage;  Avg. Passed OM Count;  1 OM Count;  1 OM Percentage;  2 OM Count;  2 OM Percentage;  3 OM Count;  3 OM Percentage;  4 OM Count;  4 OM Percentage;  5 OM Count;  5 OM Percentage;  6 OM Count;  6 OM Percentage;  7 OM Count;  7 OM Percentage;  8 OM Count;  8 OM Percentage;  9 OM Count;  9 OM Percentage;  10 OM Count;  10 OM Percentage;  11 OM Count;  11 OM Percentage;  12 OM Count;  12 OM Percentage;  13 OM Count;  13 OM Percentage;  14 OM Count;  14 OM Percentage;  15 OM Count;  15 OM Percentage;  16 OM Count;  16 OM Percentage;  17 OM Count;  17 OM Percentage;  18 OM Count;  18 OM Percentage;  19 OM Count;  19 OM Percentage;  20 OM Count;  20 OM Percentage
458;  1518;  98.699610;  7.244473;  38;  2.470741;  62;  4.031209;  84;  5.461638;  103;  6.697009;  153;  9.947984;  158;  10.273082;  200;  13.003901;  183;  11.898570;  160;  10.403121;  143;  9.297789;  91;  5.916775;  56;  3.641092;  42;  2.730819;  28;  1.820546;  14;  0.910273;  3;  0.195059;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
459;  1519;  98.764629;  7.253576;  41;  2.665800;  59;  3.836151;  92;  5.981795;  102;  6.631990;  145;  9.427828;  174;  11.313394;  184;  11.963589;  175;  11.378414;  152;  9.882965;  142;  9.232770;  109;  7.087126;  61;  3.966190;  43;  2.795839;  25;  1.625488;  12;  0.780234;  3;  0.195059;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
460;  1517;  98.634590;  7.261378;  35;  2.275683;  62;  4.031209;  80;  5.201560;  108;  7.022107;  151;  9.817945;  172;  11.183355;  179;  11.638492;  177;  11.508453;  164;  10.663199;  153;  9.947984;  101;  6.566970;  47;  3.055917;  50;  3.250975;  22;  1.430429;  14;  0.910273;  2;  0.130039;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
461;  1523;  99.024707;  7.206762;  37;  2.405722;  70;  4.551365;  76;  4.941482;  123;  7.997399;  145;  9.427828;  193;  12.548765;  182;  11.833550;  153;  9.947984;  168;  10.923277;  126;  8.192458;  112;  7.282185;  55;  3.576073;  42;  2.730819;  22;  1.430429;  16;  1.040312;  3;  0.195059;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
462;  1521;  98.894668;  7.213264;  35;  2.275683;  70;  4.551365;  76;  4.941482;  115;  7.477243;  138;  8.972692;  196;  12.743823;  183;  11.898570;  177;  11.508453;  162;  10.533160;  120;  7.802341;  110;  7.152146;  63;  4.096229;  40;  2.600780;  21;  1.365410;  11;  0.715215;  3;  0.195059;  1;  0.065020;  0;  0.000000;  0;  0.000000;  0;  0.000000
463;  1515;  98.504551;  7.295189;  31;  2.015605;  62;  4.031209;  79;  5.136541;  114;  7.412224;  141;  9.167750;  174;  11.313394;  184;  11.963589;  179;  11.638492;  165;  10.728218;  141;  9.167750;  86;  5.591678;  69;  4.486346;  47;  3.055917;  27;  1.755527;  12;  0.780234;  3;  0.195059;  1;  0.065020;  0;  0.000000;  0;  0.000000;  0;  0.000000
464;  1517;  98.634590;  7.257477;  36;  2.340702;  50;  3.250975;  87;  5.656697;  111;  7.217165;  154;  10.013004;  185;  12.028609;  175;  11.378414;  174;  11.313394;  166;  10.793238;  134;  8.712614;  102;  6.631990;  57;  3.706112;  45;  2.925878;  23;  1.495449;  13;  0.845254;  3;  0.195059;  2;  0.130039;  0;  0.000000;  0;  0.000000;  0;  0.000000
465;  1517;  98.634590;  7.273082;  34;  2.210663;  66;  4.291287;  84;  5.461638;  92;  5.981795;  144;  9.362809;  178;  11.573472;  195;  12.678804;  173;  11.248375;  176;  11.443433;  133;  8.647594;  88;  5.721717;  74;  4.811443;  44;  2.860858;  23;  1.495449;  10;  0.650195;  2;  0.130039;  1;  0.065020;  0;  0.000000;  0;  0.000000;  0;  0.000000
466;  1520;  98.829649;  7.240572;  37;  2.405722;  61;  3.966190;  79;  5.136541;  119;  7.737321;  146;  9.492848;  167;  10.858257;  178;  11.573472;  196;  12.743823;  176;  11.443433;  119;  7.737321;  99;  6.436931;  65;  4.226268;  35;  2.275683;  28;  1.820546;  12;  0.780234;  3;  0.195059;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
467;  1521;  98.894668;  7.256177;  36;  2.340702;  59;  3.836151;  75;  4.876463;  111;  7.217165;  148;  9.622887;  200;  13.003901;  192;  12.483745;  175;  11.378414;  145;  9.427828;  129;  8.387516;  103;  6.697009;  62;  4.031209;  43;  2.795839;  27;  1.755527;  12;  0.780234;  4;  0.260078;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
468;  1520;  98.829649;  7.275683;  37;  2.405722;  59;  3.836151;  79;  5.136541;  105;  6.827048;  159;  10.338101;  175;  11.378414;  186;  12.093628;  180;  11.703511;  174;  11.313394;  110;  7.152146;  99;  6.436931;  69;  4.486346;  45;  2.925878;  27;  1.755527;  11;  0.715215;  5;  0.325098;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
469;  1522;  98.959688;  7.295189;  42;  2.730819;  54;  3.511053;  78;  5.071521;  104;  6.762029;  158;  10.273082;  170;  11.053316;  176;  11.443433;  199;  12.938882;  160;  10.403121;  140;  9.102731;  92;  5.981795;  59;  3.836151;  49;  3.185956;  28;  1.820546;  11;  0.715215;  2;  0.130039;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
470;  1520;  98.829649;  7.243173;  40;  2.600780;  64;  4.161248;  78;  5.071521;  102;  6.631990;  149;  9.687906;  181;  11.768531;  210;  13.654096;  153;  9.947984;  153;  9.947984;  150;  9.752926;  92;  5.981795;  64;  4.161248;  48;  3.120936;  22;  1.430429;  9;  0.585176;  4;  0.260078;  1;  0.065020;  0;  0.000000;  0;  0.000000;  0;  0.000000
471;  1520;  98.829649;  7.302991;  33;  2.145644;  66;  4.291287;  66;  4.291287;  115;  7.477243;  147;  9.557867;  178;  11.573472;  184;  11.963589;  173;  11.248375;  174;  11.313394;  140;  9.102731;  102;  6.631990;  55;  3.576073;  49;  3.185956;  24;  1.560468;  11;  0.715215;  3;  0.195059;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
472;  1521;  98.894668;  7.185956;  35;  2.275683;  66;  4.291287;  80;  5.201560;  109;  7.087126;  147;  9.557867;  188;  12.223667;  181;  11.768531;  204;  13.263979;  145;  9.427828;  139;  9.037711;  89;  5.786736;  63;  4.096229;  47;  3.055917;  19;  1.235371;  4;  0.260078;  5;  0.325098;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
473;  1522;  98.959688;  7.227568;  36;  2.340702;  62;  4.031209;  80;  5.201560;  123;  7.997399;  147;  9.557867;  175;  11.378414;  184;  11.963589;  182;  11.833550;  152;  9.882965;  148;  9.622887;  92;  5.981795;  59;  3.836151;  42;  2.730819;  27;  1.755527;  6;  0.390117;  6;  0.390117;  1;  0.065020;  0;  0.000000;  0;  0.000000;  0;  0.000000
474;  1520;  98.829649;  7.231469;  34;  2.210663;  59;  3.836151;  87;  5.656697;  106;  6.892068;  149;  9.687906;  194;  12.613784;  179;  11.638492;  176;  11.443433;  158;  10.273082;  142;  9.232770;  86;  5.591678;  71;  4.616385;  45;  2.925878;  24;  1.560468;  6;  0.390117;  4;  0.260078;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
475;  1523;  99.024707;  7.195059;  35;  2.275683;  60;  3.901170;  92;  5.981795;  109;  7.087126;  149;  9.687906;  186;  12.093628;  200;  13.003901;  163;  10.598179;  158;  10.273082;  138;  8.972692;  91;  5.916775;  63;  4.096229;  43;  2.795839;  26;  1.690507;  8;  0.520156;  2;  0.130039;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
476;  1521;  98.894668;  7.282185;  35;  2.275683;  52;  3.381014;  81;  5.266580;  116;  7.542263;  148;  9.622887;  177;  11.508453;  192;  12.483745;  179;  11.638492;  173;  11.248375;  124;  8.062419;  99;  6.436931;  60;  3.901170;  41;  2.665800;  28;  1.820546;  11;  0.715215;  5;  0.325098;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
477;  1520;  98.829649;  7.208062;  36;  2.340702;  59;  3.836151;  77;  5.006502;  120;  7.802341;  157;  10.208062;  184;  11.963589;  189;  12.288687;  165;  10.728218;  151;  9.817945;  150;  9.752926;  88;  5.721717;  60;  3.901170;  52;  3.381014;  18;  1.170351;  10;  0.650195;  4;  0.260078;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
478;  1519;  98.764629;  7.256177;  33;  2.145644;  58;  3.771131;  85;  5.526658;  104;  6.762029;  149;  9.687906;  188;  12.223667;  195;  12.678804;  176;  11.443433;  149;  9.687906;  140;  9.102731;  94;  6.111834;  63;  4.096229;  46;  2.990897;  24;  1.560468;  11;  0.715215;  4;  0.260078;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
479;  1521;  98.894668;  7.214564;  41;  2.665800;  67;  4.356307;  82;  5.331599;  108;  7.022107;  144;  9.362809;  184;  11.963589;  185;  12.028609;  174;  11.313394;  172;  11.183355;  127;  8.257477;  76;  4.941482;  71;  4.616385;  51;  3.315995;  28;  1.820546;  6;  0.390117;  4;  0.260078;  1;  0.065020;  0;  0.000000;  0;  0.000000;  0;  0.000000
480;  1521;  98.894668;  7.235371;  42;  2.730819;  53;  3.446034;  86;  5.591678;  108;  7.022107;  155;  10.078023;  175;  11.378414;  194;  12.613784;  184;  11.963589;  153;  9.947984;  128;  8.322497;  91;  5.916775;  65;  4.226268;  44;  2.860858;  27;  1.755527;  11;  0.715215;  4;  0.260078;  0;  0.000000;  1;  0.065020;  0;  0.000000;  0;  0.000000
481;  1521;  98.894668;  7.265280;  35;  2.275683;  58;  3.771131;  89;  5.786736;  118;  7.672302;  140;  9.102731;  181;  11.768531;  188;  12.223667;  177;  11.508453;  159;  10.338101;  114;  7.412224;  105;  6.827048;  72;  4.681404;  40;  2.600780;  28;  1.820546;  11;  0.715215;  5;  0.325098;  0;  0.000000;  0;  0.000000;  1;  0.065020;  0;  0.000000
482;  1521;  98.894668;  7.232770;  39;  2.535761;  57;  3.706112;  87;  5.656697;  113;  7.347204;  136;  8.842653;  182;  11.833550;  205;  13.328999;  165;  10.728218;  170;  11.053316;  122;  7.932380;  106;  6.892068;  52;  3.381014;  48;  3.120936;  24;  1.560468;  10;  0.650195;  4;  0.260078;  1;  0.065020;  0;  0.000000;  0;  0.000000;  0;  0.000000
483;  1524;  99.089727;  7.224967;  37;  2.405722;  55;  3.576073;  88;  5.721717;  126;  8.192458;  148;  9.622887;  171;  11.118336;  179;  11.638492;  194;  12.613784;  158;  10.273082;  130;  8.452536;  99;  6.436931;  49;  3.185956;  52;  3.381014;  25;  1.625488;  7;  0.455137;  6;  0.390117;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
484;  1521;  98.894668;  7.245774;  39;  2.535761;  59;  3.836151;  84;  5.461638;  114;  7.412224;  146;  9.492848;  182;  11.833550;  179;  11.638492;  173;  11.248375;  174;  11.313394;  129;  8.387516;  90;  5.851756;  66;  4.291287;  44;  2.860858;  26;  1.690507;  12;  0.780234;  2;  0.130039;  2;  0.130039;  0;  0.000000;  0;  0.000000;  0;  0.000000
485;  1519;  98.764629;  7.260078;  38;  2.470741;  63;  4.096229;  85;  5.526658;  100;  6.501951;  154;  10.013004;  170;  11.053316;  183;  11.898570;  183;  11.898570;  163;  10.598179;  142;  9.232770;  89;  5.786736;  63;  4.096229;  44;  2.860858;  19;  1.235371;  18;  1.170351;  4;  0.260078;  0;  0.000000;  1;  0.065020;  0;  0.000000;  0;  0.000000
486;  1517;  98.634590;  7.273082;  34;  2.210663;  61;  3.966190;  82;  5.331599;  125;  8.127438;  133;  8.647594;  166;  10.793238;  192;  12.483745;  192;  12.483745;  151;  9.817945;  126;  8.192458;  105;  6.827048;  60;  3.901170;  43;  2.795839;  29;  1.885566;  9;  0.585176;  5;  0.325098;  3;  0.195059;  1;  0.065020;  0;  0.000000;  0;  0.000000
487;  1523;  99.024707;  7.327698;  40;  2.600780;  53;  3.446034;  79;  5.136541;  120;  7.802341;  134;  8.712614;  187;  12.158648;  184;  11.963589;  168;  10.923277;  160;  10.403121;  141;  9.167750;  101;  6.566970;  67;  4.356307;  50;  3.250975;  24;  1.560468;  11;  0.715215;  2;  0.130039;  1;  0.065020;  1;  0.065020;  0;  0.000000;  0;  0.000000
488;  1516;  98.569571;  7.200260;  33;  2.145644;  70;  4.551365;  76;  4.941482;  118;  7.672302;  153;  9.947984;  168;  10.923277;  184;  11.963589;  181;  11.768531;  170;  11.053316;  127;  8.257477;  80;  5.201560;  74;  4.811443;  46;  2.990897;  19;  1.235371;  14;  0.910273;  1;  0.065020;  2;  0.130039;  0;  0.000000;  0;  0.000000;  0;  0.000000
489;  1521;  98.894668;  7.260078;  40;  2.600780;  53;  3.446034;  99;  6.436931;  104;  6.762029;  150;  9.752926;  172;  11.183355;  183;  11.898570;  176;  11.443433;  171;  11.118336;  113;  7.347204;  103;  6.697009;  70;  4.551365;  41;  2.665800;  34;  2.210663;  8;  0.520156;  3;  0.195059;  1;  0.065020;  0;  0.000000;  0;  0.000000;  0;  0.000000
490;  1523;  99.024707;  7.231469;  35;  2.275683;  64;  4.161248;  93;  6.046814;  112;  7.282185;  149;  9.687906;  164;  10.663199;  186;  12.093628;  173;  11.248375;  183;  11.898570;  127;  8.257477;  86;  5.591678;  67;  4.356307;  46;  2.990897;  23;  1.495449;  10;  0.650195;  5;  0.325098;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
491;  1522;  98.959688;  7.265280;  31;  2.015605;  57;  3.706112;  87;  5.656697;  129;  8.387516;  146;  9.492848;  163;  10.598179;  187;  12.158648;  190;  12.353706;  159;  10.338101;  124;  8.062419;  91;  5.916775;  76;  4.941482;  45;  2.925878;  16;  1.040312;  16;  1.040312;  3;  0.195059;  2;  0.130039;  0;  0.000000;  0;  0.000000;  0;  0.000000
492;  1522;  98.959688;  7.260078;  30;  1.950585;  61;  3.966190;  79;  5.136541;  113;  7.347204;  155;  10.078023;  183;  11.898570;  205;  13.328999;  162;  10.533160;  168;  10.923277;  122;  7.932380;  94;  6.111834;  69;  4.486346;  34;  2.210663;  25;  1.625488;  18;  1.170351;  3;  0.195059;  1;  0.065020;  0;  0.000000;  0;  0.000000;  0;  0.000000
493;  1519;  98.764629;  7.274382;  34;  2.210663;  65;  4.226268;  75;  4.876463;  100;  6.501951;  152;  9.882965;  184;  11.963589;  200;  13.003901;  180;  11.703511;  153;  9.947984;  116;  7.542263;  111;  7.217165;  67;  4.356307;  39;  2.535761;  25;  1.625488;  14;  0.910273;  2;  0.130039;  2;  0.130039;  0;  0.000000;  0;  0.000000;  0;  0.000000
494;  1519;  98.764629;  7.241873;  32;  2.080624;  63;  4.096229;  86;  5.591678;  123;  7.997399;  131;  8.517555;  175;  11.378414;  198;  12.873862;  176;  11.443433;  167;  10.858257;  116;  7.542263;  111;  7.217165;  59;  3.836151;  36;  2.340702;  25;  1.625488;  17;  1.105332;  3;  0.195059;  0;  0.000000;  1;  0.065020;  0;  0.000000;  0;  0.000000
495;  1522;  98.959688;  7.230169;  33;  2.145644;  65;  4.226268;  82;  5.331599;  103;  6.697009;  171;  11.118336;  173;  11.248375;  187;  12.158648;  172;  11.183355;  180;  11.703511;  110;  7.152146;  98;  6.371912;  68;  4.421326;  40;  2.600780;  21;  1.365410;  12;  0.780234;  6;  0.390117;  1;  0.065020;  0;  0.000000;  0;  0.000000;  0;  0.000000
496;  1520;  98.829649;  7.270481;  37;  2.405722;  52;  3.381014;  86;  5.591678;  109;  7.087126;  155;  10.078023;  170;  11.053316;  199;  12.938882;  182;  11.833550;  153;  9.947984;  128;  8.322497;  95;  6.176853;  65;  4.226268;  46;  2.990897;  25;  1.625488;  15;  0.975293;  3;  0.195059;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
497;  1522;  98.959688;  7.232770;  34;  2.210663;  69;  4.486346;  72;  4.681404;  120;  7.802341;  160;  10.403121;  168;  10.923277;  195;  12.678804;  165;  10.728218;  164;  10.663199;  136;  8.842653;  81;  5.266580;  73;  4.746424;  50;  3.250975;  19;  1.235371;  12;  0.780234;  4;  0.260078;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
498;  1519;  98.764629;  7.245774;  33;  2.145644;  63;  4.096229;  79;  5.136541;  115;  7.477243;  145;  9.427828;  167;  10.858257;  204;  13.263979;  188;  12.223667;  139;  9.037711;  141;  9.167750;  105;  6.827048;  64;  4.161248;  36;  2.340702;  28;  1.820546;  8;  0.520156;  3;  0.195059;  1;  0.065020;  0;  0.000000;  0;  0.000000;  0;  0.000000
499;  1521;  98.894668;  7.293888;  34;  2.210663;  69;  4.486346;  80;  5.201560;  110;  7.152146;  160;  10.403121;  166;  10.793238;  174;  11.313394;  164;  10.663199;  169;  10.988296;  144;  9.362809;  96;  6.241873;  70;  4.551365;  31;  2.015605;  36;  2.340702;  14;  0.910273;  2;  0.130039;  2;  0.130039;  0;  0.000000;  0;  0.000000;  0;  0.000000
500;  1517;  98.634590;  7.260078;  35;  2.275683;  59;  3.836151;  95;  6.176853;  103;  6.697009;  137;  8.907672;  176;  11.443433;  185;  12.028609;  181;  11.768531;  168;  10.923277;  129;  8.387516;  103;  6.697009;  61;  3.966190;  45;  2.925878;  24;  1.560468;  12;  0.780234;  4;  0.260078;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
501;  1522;  98.959688;  7.299090;  36;  2.340702;  69;  4.486346;  71;  4.616385;  109;  7.087126;  141;  9.167750;  190;  12.353706;  172;  11.183355;  201;  13.068921;  154;  10.013004;  121;  7.867360;  107;  6.957087;  66;  4.291287;  38;  2.470741;  26;  1.690507;  15;  0.975293;  4;  0.260078;  2;  0.130039;  0;  0.000000;  0;  0.000000;  0;  0.000000
502;  1517;  98.634590;  7.289987;  34;  2.210663;  65;  4.226268;  75;  4.876463;  114;  7.412224;  147;  9.557867;  166;  10.793238;  190;  12.353706;  175;  11.378414;  164;  10.663199;  137;  8.907672;  98;  6.371912;  65;  4.226268;  47;  3.055917;  17;  1.105332;  18;  1.170351;  3;  0.195059;  1;  0.065020;  1;  0.065020;  0;  0.000000;  0;  0.000000
503;  1515;  98.504551;  7.271782;  29;  1.885566;  63;  4.096229;  83;  5.396619;  109;  7.087126;  141;  9.167750;  166;  10.793238;  197;  12.808843;  202;  13.133940;  154;  10.013004;  118;  7.672302;  106;  6.892068;  63;  4.096229;  41;  2.665800;  25;  1.625488;  14;  0.910273;  1;  0.065020;  3;  0.195059;  0;  0.000000;  0;  0.000000;  0;  0.000000
504;  1515;  98.504551;  7.314694;  28;  1.820546;  61;  3.966190;  77;  5.006502;  113;  7.347204;  146;  9.492848;  179;  11.638492;  186;  12.093628;  180;  11.703511;  158;  10.273082;  133;  8.647594;  91;  5.916775;  70;  4.551365;  48;  3.120936;  28;  1.820546;  11;  0.715215;  5;  0.325098;  1;  0.065020;  0;  0.000000;  0;  0.000000;  0;  0.000000
505;  1521;  98.894668;  7.323797;  40;  2.600780;  61;  3.966190;  61;  3.966190;  133;  8.647594;  133;  8.647594;  166;  10.793238;  196;  12.743823;  184;  11.963589;  158;  10.273082;  144;  9.362809;  92;  5.981795;  57;  3.706112;  47;  3.055917;  28;  1.820546;  16;  1.040312;  4;  0.260078;  1;  0.065020;  0;  0.000000;  0;  0.000000;  0;  0.000000
506;  1519;  98.764629;  7.283485;  32;  2.080624;  60;  3.901170;  76;  4.941482;  120;  7.802341;  154;  10.013004;  168;  10.923277;  183;  11.898570;  190;  12.353706;  152;  9.882965;  140;  9.102731;  85;  5.526658;  77;  5.006502;  37;  2.405722;  25;  1.625488;  16;  1.040312;  3;  0.195059;  1;  0.065020;  0;  0.000000;  0;  0.000000;  0;  0.000000
507;  1519;  98.764629;  7.254876;  34;  2.210663;  56;  3.641092;  79;  5.136541;  124;  8.062419;  153;  9.947984;  178;  11.573472;  179;  11.638492;  179;  11.638492;  162;  10.533160;  122;  7.932380;  100;  6.501951;  64;  4.161248;  49;  3.185956;  28;  1.820546;  7;  0.455137;  4;  0.260078;  1;  0.065020;  0;  0.000000;  0;  0.000000;  0;  0.000000
508;  1517;  98.634590;  7.256177;  34;  2.210663;  58;  3.771131;  84;  5.461638;  118;  7.672302;  139;  9.037711;  181;  11.768531;  182;  11.833550;  179;  11.638492;  168;  10.923277;  134;  8.712614;  84;  5.461638;  60;  3.901170;  58;  3.771131;  27;  1.755527;  7;  0.455137;  2;  0.130039;  2;  0.130039;  0;  0.000000;  0;  0.000000;  0;  0.000000
509;  1517;  98.634590;  7.300390;  30;  1.950585;  62;  4.031209;  81;  5.266580;  123;  7.997399;  129;  8.387516;  176;  11.443433;  186;  12.093628;  184;  11.963589;  158;  10.273082;  133;  8.647594;  92;  5.981795;  85;  5.526658;  41;  2.665800;  16;  1.040312;  15;  0.975293;  4;  0.260078;  2;  0.130039;  0;  0.000000;  0;  0.000000;  0;  0.000000
510;  1518;  98.699610;  7.315995;  29;  1.885566;  56;  3.641092;  92;  5.981795;  115;  7.477243;  132;  8.582575;  190;  12.353706;  189;  12.288687;  183;  11.898570;  131;  8.517555;  137;  8.907672;  99;  6.436931;  75;  4.876463;  36;  2.340702;  36;  2.340702;  13;  0.845254;  2;  0.130039;  3;  0.195059;  0;  0.000000;  0;  0.000000;  0;  0.000000
511;  1520;  98.829649;  7.258778;  32;  2.080624;  62;  4.031209;  88;  5.721717;  107;  6.957087;  150;  9.752926;  175;  11.378414;  198;  12.873862;  182;  11.833550;  147;  9.557867;  128;  8.322497;  89;  5.786736;  75;  4.876463;  41;  2.665800;  36;  2.340702;  6;  0.390117;  3;  0.195059;  1;  0.065020;  0;  0.000000;  0;  0.000000;  0;  0.000000
512;  1525;  99.154746;  7.297789;  34;  2.210663;  58;  3.771131;  93;  6.046814;  109;  7.087126;  154;  10.013004;  173;  11.248375;  182;  11.833550;  178;  11.573472;  160;  10.403121;  133;  8.647594;  91;  5.916775;  66;  4.291287;  54;  3.511053;  19;  1.235371;  16;  1.040312;  3;  0.195059;  2;  0.130039;  0;  0.000000;  0;  0.000000;  0;  0.000000
513;  1519;  98.764629;  7.247074;  34;  2.210663;  57;  3.706112;  88;  5.721717;  106;  6.892068;  145;  9.427828;  188;  12.223667;  188;  12.223667;  184;  11.963589;  145;  9.427828;  140;  9.102731;  94;  6.111834;  72;  4.681404;  44;  2.860858;  20;  1.300390;  11;  0.715215;  2;  0.130039;  1;  0.065020;  0;  0.000000;  0;  0.000000;  0;  0.000000
514;  1521;  98.894668;  7.292588;  42;  2.730819;  52;  3.381014;  90;  5.851756;  105;  6.827048;  142;  9.232770;  180;  11.703511;  200;  13.003901;  156;  10.143043;  163;  10.598179;  133;  8.647594;  101;  6.566970;  68;  4.421326;  52;  3.381014;  21;  1.365410;  10;  0.650195;  5;  0.325098;  0;  0.000000;  1;  0.065020;  0;  0.000000;  0;  0.000000
515;  1518;  98.699610;  7.308192;  26;  1.690507;  67;  4.356307;  76;  4.941482;  119;  7.737321;  153;  9.947984;  170;  11.053316;  192;  12.483745;  172;  11.183355;  153;  9.947984;  109;  7.087126;  115;  7.477243;  81;  5.266580;  45;  2.925878;  23;  1.495449;  13;  0.845254;  3;  0.195059;  1;  0.065020;  0;  0.000000;  0;  0.000000;  0;  0.000000
516;  1520;  98.829649;  7.319896;  36;  2.340702;  60;  3.901170;  81;  5.266580;  106;  6.892068;  147;  9.557867;  175;  11.378414;  186;  12.093628;  181;  11.768531;  151;  9.817945;  132;  8.582575;  110;  7.152146;  70;  4.551365;  41;  2.665800;  25;  1.625488;  17;  1.105332;  1;  0.065020;  1;  0.065020;  0;  0.000000;  0;  0.000000;  0;  0.000000
517;  1519;  98.764629;  7.334200;  32;  2.080624;  59;  3.836151;  87;  5.656697;  99;  6.436931;  132;  8.582575;  189;  12.288687;  209;  13.589077;  166;  10.793238;  158;  10.273082;  123;  7.997399;  111;  7.217165;  64;  4.161248;  43;  2.795839;  23;  1.495449;  18;  1.170351;  6;  0.390117;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
518;  1518;  98.699610;  7.325098;  31;  2.015605;  60;  3.901170;  80;  5.201560;  117;  7.607282;  137;  8.907672;  179;  11.638492;  186;  12.093628;  185;  12.028609;  148;  9.622887;  141;  9.167750;  91;  5.916775;  72;  4.681404;  42;  2.730819;  30;  1.950585;  13;  0.845254;  4;  0.260078;  2;  0.130039;  0;  0.000000;  0;  0.000000;  0;  0.000000
519;  1519;  98.764629;  7.301691;  36;  2.340702;  60;  3.901170;  81;  5.266580;  102;  6.631990;  149;  9.687906;  175;  11.378414;  184;  11.963589;  194;  12.613784;  158;  10.273082;  126;  8.192458;  94;  6.111834;  71;  4.616385;  51;  3.315995;  20;  1.300390;  12;  0.780234;  5;  0.325098;  1;  0.065020;  0;  0.000000;  0;  0.000000;  0;  0.000000
520;  1518;  98.699610;  7.299090;  30;  1.950585;  63;  4.096229;  78;  5.071521;  116;  7.542263;  139;  9.037711;  183;  11.898570;  189;  12.288687;  172;  11.183355;  157;  10.208062;  138;  8.972692;  97;  6.306892;  72;  4.681404;  39;  2.535761;  32;  2.080624;  8;  0.520156;  4;  0.260078;  1;  0.065020;  0;  0.000000;  0;  0.000000;  0;  0.000000
521;  1522;  98.959688;  7.263979;  31;  2.015605;  64;  4.161248;  82;  5.331599;  109;  7.087126;  138;  8.972692;  189;  12.288687;  197;  12.808843;  177;  11.508453;  154;  10.013004;  142;  9.232770;  91;  5.916775;  71;  4.616385;  42;  2.730819;  21;  1.365410;  12;  0.780234;  1;  0.065020;  1;  0.065020;  0;  0.000000;  0;  0.000000;  0;  0.000000
522;  1520;  98.829649;  7.299090;  33;  2.145644;  69;  4.486346;  85;  5.526658;  91;  5.916775;  151;  9.817945;  179;  11.638492;  195;  12.678804;  180;  11.703511;  135;  8.777633;  146;  9.492848;  103;  6.697009;  61;  3.966190;  49;  3.185956;  27;  1.755527;  11;  0.715215;  3;  0.195059;  2;  0.130039;  0;  0.000000;  0;  0.000000;  0;  0.000000
523;  1519;  98.764629;  7.317295;  32;  2.080624;  59;  3.836151;  78;  5.071521;  100;  6.501951;  153;  9.947984;  180;  11.703511;  193;  12.548765;  180;  11.703511;  141;  9.167750;  160;  10.403121;  99;  6.436931;  55;  3.576073;  49;  3.185956;  25;  1.625488;  12;  0.780234;  2;  0.130039;  1;  0.065020;  0;  0.000000;  0;  0.000000;  0;  0.000000
524;  1518;  98.699610;  7.312094;  30;  1.950585;  57;  3.706112;  79;  5.136541;  115;  7.477243;  143;  9.297789;  188;  12.223667;  194;  12.613784;  193;  12.548765;  125;  8.127438;  127;  8.257477;  106;  6.892068;  70;  4.551365;  42;  2.730819;  31;  2.015605;  12;  0.780234;  4;  0.260078;  1;  0.065020;  1;  0.065020;  0;  0.000000;  0;  0.000000
525;  1520;  98.829649;  7.343303;  33;  2.145644;  60;  3.901170;  70;  4.551365;  118;  7.672302;  150;  9.752926;  178;  11.573472;  180;  11.703511;  176;  11.443433;  164;  10.663199;  132;  8.582575;  96;  6.241873;  70;  4.551365;  44;  2.860858;  31;  2.015605;  13;  0.845254;  5;  0.325098;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
