Step;  Passed RM Count;  Passed RM Percentage;  Avg. Passed OM Count;  1 OM Count;  1 OM Percentage;  2 OM Count;  2 OM Percentage;  3 OM Count;  3 OM Percentage;  4 OM Count;  4 OM Percentage;  5 OM Count;  5 OM Percentage;  6 OM Count;  6 OM Percentage;  7 OM Count;  7 OM Percentage;  8 OM Count;  8 OM Percentage;  9 OM Count;  9 OM Percentage;  10 OM Count;  10 OM Percentage;  11 OM Count;  11 OM Percentage;  12 OM Count;  12 OM Percentage;  13 OM Count;  13 OM Percentage;  14 OM Count;  14 OM Percentage;  15 OM Count;  15 OM Percentage;  16 OM Count;  16 OM Percentage;  17 OM Count;  17 OM Percentage;  18 OM Count;  18 OM Percentage;  19 OM Count;  19 OM Percentage;  20 OM Count;  20 OM Percentage
11;  374;  96.891192;  4.227979;  26;  6.735751;  50;  12.953368;  64;  16.580311;  67;  17.357513;  61;  15.803109;  48;  12.435233;  32;  8.290155;  13;  3.367876;  7;  1.813472;  4;  1.036269;  2;  0.518135;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
12;  376;  97.409326;  4.196891;  28;  7.253886;  49;  12.694301;  70;  18.134715;  65;  16.839378;  53;  13.730570;  56;  14.507772;  31;  8.031088;  14;  3.626943;  7;  1.813472;  2;  0.518135;  1;  0.259067;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
13;  376;  97.409326;  4.186528;  25;  6.476684;  57;  14.766839;  54;  13.989637;  81;  20.984456;  56;  14.507772;  49;  12.694301;  31;  8.031088;  13;  3.367876;  6;  1.554404;  2;  0.518135;  2;  0.518135;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
14;  375;  97.150259;  4.124352;  27;  6.994819;  56;  14.507772;  65;  16.839378;  73;  18.911917;  49;  12.694301;  49;  12.694301;  37;  9.585492;  9;  2.331606;  6;  1.554404;  2;  0.518135;  2;  0.518135;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
15;  374;  96.891192;  4.173575;  31;  8.031088;  49;  12.694301;  66;  17.098446;  60;  15.544041;  59;  15.284974;  50;  12.953368;  39;  10.103627;  11;  2.849741;  4;  1.036269;  3;  0.777202;  2;  0.518135;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
16;  376;  97.409326;  4.163212;  33;  8.549223;  43;  11.139896;  65;  16.839378;  70;  18.134715;  70;  18.134715;  42;  10.880829;  29;  7.512953;  15;  3.886010;  4;  1.036269;  3;  0.777202;  2;  0.518135;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
17;  374;  96.891192;  4.098446;  30;  7.772021;  45;  11.658031;  65;  16.839378;  76;  19.689119;  68;  17.616580;  47;  12.176166;  17;  4.404145;  17;  4.404145;  5;  1.295337;  3;  0.777202;  1;  0.259067;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
18;  375;  97.150259;  4.126943;  31;  8.031088;  53;  13.730570;  57;  14.766839;  68;  17.616580;  69;  17.875648;  48;  12.435233;  30;  7.772021;  9;  2.331606;  5;  1.295337;  2;  0.518135;  3;  0.777202;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
19;  375;  97.150259;  4.111399;  25;  6.476684;  48;  12.435233;  81;  20.984456;  59;  15.284974;  64;  16.580311;  53;  13.730570;  26;  6.735751;  9;  2.331606;  7;  1.813472;  2;  0.518135;  0;  0.000000;  1;  0.259067;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
20;  376;  97.409326;  4.095855;  29;  7.512953;  45;  11.658031;  71;  18.393782;  69;  17.875648;  79;  20.466321;  38;  9.844560;  23;  5.958549;  15;  3.886010;  3;  0.777202;  2;  0.518135;  2;  0.518135;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
21;  375;  97.150259;  4.067358;  32;  8.290155;  53;  13.730570;  60;  15.544041;  78;  20.207254;  58;  15.025907;  43;  11.139896;  30;  7.772021;  12;  3.108808;  6;  1.554404;  1;  0.259067;  2;  0.518135;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
22;  376;  97.409326;  4.129534;  34;  8.808290;  44;  11.398964;  69;  17.875648;  68;  17.616580;  61;  15.803109;  46;  11.917098;  37;  9.585492;  6;  1.554404;  8;  2.072539;  1;  0.259067;  1;  0.259067;  1;  0.259067;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
23;  375;  97.150259;  4.142487;  34;  8.808290;  40;  10.362694;  69;  17.875648;  67;  17.357513;  66;  17.098446;  54;  13.989637;  20;  5.181347;  17;  4.404145;  4;  1.036269;  0;  0.000000;  4;  1.036269;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
24;  376;  97.409326;  4.139896;  32;  8.290155;  39;  10.103627;  83;  21.502591;  67;  17.357513;  57;  14.766839;  43;  11.139896;  35;  9.067358;  8;  2.072539;  4;  1.036269;  6;  1.554404;  1;  0.259067;  1;  0.259067;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
25;  373;  96.632124;  4.186528;  27;  6.994819;  40;  10.362694;  68;  17.616580;  76;  19.689119;  62;  16.062176;  52;  13.471503;  25;  6.476684;  10;  2.590674;  7;  1.813472;  5;  1.295337;  1;  0.259067;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
26;  376;  97.409326;  4.160622;  37;  9.585492;  40;  10.362694;  65;  16.839378;  71;  18.393782;  61;  15.803109;  51;  13.212435;  30;  7.772021;  10;  2.590674;  4;  1.036269;  4;  1.036269;  3;  0.777202;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
27;  375;  97.150259;  4.152850;  32;  8.290155;  45;  11.658031;  66;  17.098446;  67;  17.357513;  67;  17.357513;  49;  12.694301;  27;  6.994819;  9;  2.331606;  6;  1.554404;  6;  1.554404;  1;  0.259067;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
28;  375;  97.150259;  4.199482;  32;  8.290155;  42;  10.880829;  61;  15.803109;  73;  18.911917;  68;  17.616580;  47;  12.176166;  29;  7.512953;  11;  2.849741;  5;  1.295337;  5;  1.295337;  2;  0.518135;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
29;  373;  96.632124;  4.147668;  32;  8.290155;  43;  11.139896;  66;  17.098446;  70;  18.134715;  61;  15.803109;  52;  13.471503;  29;  7.512953;  7;  1.813472;  5;  1.295337;  5;  1.295337;  2;  0.518135;  1;  0.259067;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
30;  378;  97.927461;  4.209845;  36;  9.326425;  46;  11.917098;  60;  15.544041;  73;  18.911917;  65;  16.839378;  39;  10.103627;  33;  8.549223;  11;  2.849741;  7;  1.813472;  5;  1.295337;  2;  0.518135;  1;  0.259067;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
31;  376;  97.409326;  4.139896;  34;  8.808290;  45;  11.658031;  69;  17.875648;  71;  18.393782;  58;  15.025907;  44;  11.398964;  30;  7.772021;  13;  3.367876;  6;  1.554404;  5;  1.295337;  1;  0.259067;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
32;  376;  97.409326;  4.137306;  31;  8.031088;  57;  14.766839;  57;  14.766839;  75;  19.430052;  62;  16.062176;  38;  9.844560;  28;  7.253886;  11;  2.849741;  12;  3.108808;  4;  1.036269;  1;  0.259067;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
33;  373;  96.632124;  4.059585;  30;  7.772021;  53;  13.730570;  70;  18.134715;  69;  17.875648;  50;  12.953368;  57;  14.766839;  20;  5.181347;  12;  3.108808;  6;  1.554404;  4;  1.036269;  1;  0.259067;  1;  0.259067;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
34;  374;  96.891192;  4.158031;  25;  6.476684;  45;  11.658031;  74;  19.170984;  70;  18.134715;  66;  17.098446;  41;  10.621762;  32;  8.290155;  10;  2.590674;  4;  1.036269;  5;  1.295337;  2;  0.518135;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
35;  375;  97.150259;  4.124352;  32;  8.290155;  49;  12.694301;  64;  16.580311;  65;  16.839378;  68;  17.616580;  46;  11.917098;  31;  8.031088;  11;  2.849741;  4;  1.036269;  4;  1.036269;  0;  0.000000;  0;  0.000000;  1;  0.259067;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
36;  377;  97.668394;  4.095855;  30;  7.772021;  49;  12.694301;  74;  19.170984;  68;  17.616580;  53;  13.730570;  62;  16.062176;  23;  5.958549;  6;  1.554404;  8;  2.072539;  3;  0.777202;  1;  0.259067;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
37;  375;  97.150259;  4.176166;  26;  6.735751;  52;  13.471503;  69;  17.875648;  72;  18.652850;  58;  15.025907;  40;  10.362694;  35;  9.067358;  9;  2.331606;  5;  1.295337;  6;  1.554404;  1;  0.259067;  2;  0.518135;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
38;  376;  97.409326;  4.106218;  32;  8.290155;  51;  13.212435;  70;  18.134715;  69;  17.875648;  56;  14.507772;  43;  11.139896;  35;  9.067358;  11;  2.849741;  1;  0.259067;  4;  1.036269;  3;  0.777202;  1;  0.259067;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
39;  375;  97.150259;  4.088083;  29;  7.512953;  48;  12.435233;  74;  19.170984;  76;  19.689119;  55;  14.248705;  35;  9.067358;  38;  9.844560;  9;  2.331606;  7;  1.813472;  3;  0.777202;  1;  0.259067;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
40;  377;  97.668394;  4.163212;  27;  6.994819;  49;  12.694301;  76;  19.689119;  67;  17.357513;  63;  16.321244;  35;  9.067358;  37;  9.585492;  12;  3.108808;  8;  2.072539;  1;  0.259067;  1;  0.259067;  0;  0.000000;  1;  0.259067;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
41;  375;  97.150259;  4.129534;  29;  7.512953;  51;  13.212435;  66;  17.098446;  76;  19.689119;  52;  13.471503;  51;  13.212435;  27;  6.994819;  13;  3.367876;  4;  1.036269;  2;  0.518135;  2;  0.518135;  2;  0.518135;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
42;  374;  96.891192;  4.124352;  24;  6.217617;  61;  15.803109;  64;  16.580311;  72;  18.652850;  57;  14.766839;  45;  11.658031;  27;  6.994819;  11;  2.849741;  3;  0.777202;  5;  1.295337;  3;  0.777202;  2;  0.518135;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
43;  377;  97.668394;  4.147668;  31;  8.031088;  51;  13.212435;  61;  15.803109;  74;  19.170984;  66;  17.098446;  42;  10.880829;  29;  7.512953;  12;  3.108808;  6;  1.554404;  3;  0.777202;  1;  0.259067;  0;  0.000000;  1;  0.259067;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
44;  372;  96.373057;  4.155440;  29;  7.512953;  38;  9.844560;  73;  18.911917;  75;  19.430052;  58;  15.025907;  48;  12.435233;  26;  6.735751;  10;  2.590674;  11;  2.849741;  3;  0.777202;  1;  0.259067;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
45;  374;  96.891192;  4.090674;  31;  8.031088;  48;  12.435233;  70;  18.134715;  78;  20.207254;  54;  13.989637;  46;  11.917098;  20;  5.181347;  11;  2.849741;  8;  2.072539;  4;  1.036269;  4;  1.036269;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
46;  375;  97.150259;  4.015544;  33;  8.549223;  50;  12.953368;  69;  17.875648;  75;  19.430052;  59;  15.284974;  46;  11.917098;  19;  4.922280;  16;  4.145078;  4;  1.036269;  2;  0.518135;  2;  0.518135;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
47;  374;  96.891192;  4.121762;  25;  6.476684;  61;  15.803109;  60;  15.544041;  73;  18.911917;  60;  15.544041;  42;  10.880829;  26;  6.735751;  16;  4.145078;  3;  0.777202;  6;  1.554404;  1;  0.259067;  1;  0.259067;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
48;  374;  96.891192;  4.116580;  34;  8.808290;  42;  10.880829;  69;  17.875648;  72;  18.652850;  63;  16.321244;  46;  11.917098;  23;  5.958549;  12;  3.108808;  6;  1.554404;  3;  0.777202;  4;  1.036269;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
49;  375;  97.150259;  4.088083;  34;  8.808290;  57;  14.766839;  62;  16.062176;  69;  17.875648;  52;  13.471503;  48;  12.435233;  27;  6.994819;  14;  3.626943;  6;  1.554404;  2;  0.518135;  3;  0.777202;  1;  0.259067;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
50;  372;  96.373057;  4.113990;  34;  8.808290;  45;  11.658031;  70;  18.134715;  69;  17.875648;  58;  15.025907;  38;  9.844560;  31;  8.031088;  15;  3.886010;  3;  0.777202;  4;  1.036269;  4;  1.036269;  1;  0.259067;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
51;  373;  96.632124;  4.145078;  30;  7.772021;  49;  12.694301;  73;  18.911917;  63;  16.321244;  55;  14.248705;  48;  12.435233;  26;  6.735751;  12;  3.108808;  13;  3.367876;  2;  0.518135;  1;  0.259067;  1;  0.259067;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
52;  375;  97.150259;  4.126943;  33;  8.549223;  53;  13.730570;  61;  15.803109;  75;  19.430052;  51;  13.212435;  45;  11.658031;  28;  7.253886;  19;  4.922280;  5;  1.295337;  2;  0.518135;  3;  0.777202;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
53;  376;  97.409326;  4.160622;  33;  8.549223;  45;  11.658031;  66;  17.098446;  77;  19.948187;  58;  15.025907;  38;  9.844560;  35;  9.067358;  12;  3.108808;  4;  1.036269;  6;  1.554404;  2;  0.518135;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
54;  377;  97.668394;  4.145078;  32;  8.290155;  48;  12.435233;  70;  18.134715;  77;  19.948187;  54;  13.989637;  40;  10.362694;  27;  6.994819;  15;  3.886010;  8;  2.072539;  4;  1.036269;  1;  0.259067;  1;  0.259067;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
55;  376;  97.409326;  4.178756;  31;  8.031088;  45;  11.658031;  72;  18.652850;  84;  21.761658;  44;  11.398964;  37;  9.585492;  35;  9.067358;  11;  2.849741;  7;  1.813472;  8;  2.072539;  2;  0.518135;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
56;  376;  97.409326;  4.147668;  34;  8.808290;  58;  15.025907;  55;  14.248705;  72;  18.652850;  58;  15.025907;  40;  10.362694;  31;  8.031088;  12;  3.108808;  8;  2.072539;  6;  1.554404;  1;  0.259067;  1;  0.259067;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
57;  377;  97.668394;  4.134715;  29;  7.512953;  54;  13.989637;  68;  17.616580;  71;  18.393782;  58;  15.025907;  48;  12.435233;  22;  5.699482;  13;  3.367876;  9;  2.331606;  3;  0.777202;  1;  0.259067;  0;  0.000000;  1;  0.259067;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
58;  376;  97.409326;  4.137306;  32;  8.290155;  46;  11.917098;  73;  18.911917;  72;  18.652850;  53;  13.730570;  39;  10.103627;  39;  10.103627;  10;  2.590674;  7;  1.813472;  4;  1.036269;  1;  0.259067;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
59;  376;  97.409326;  4.124352;  31;  8.031088;  48;  12.435233;  71;  18.393782;  66;  17.098446;  68;  17.616580;  42;  10.880829;  23;  5.958549;  16;  4.145078;  4;  1.036269;  6;  1.554404;  1;  0.259067;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
60;  374;  96.891192;  4.132124;  26;  6.735751;  45;  11.658031;  75;  19.430052;  76;  19.689119;  58;  15.025907;  45;  11.658031;  24;  6.217617;  16;  4.145078;  3;  0.777202;  1;  0.259067;  3;  0.777202;  2;  0.518135;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
61;  376;  97.409326;  4.212435;  30;  7.772021;  42;  10.880829;  73;  18.911917;  69;  17.875648;  57;  14.766839;  50;  12.953368;  33;  8.549223;  9;  2.331606;  7;  1.813472;  2;  0.518135;  2;  0.518135;  2;  0.518135;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
62;  374;  96.891192;  4.126943;  29;  7.512953;  44;  11.398964;  76;  19.689119;  75;  19.430052;  58;  15.025907;  32;  8.290155;  37;  9.585492;  10;  2.590674;  8;  2.072539;  2;  0.518135;  1;  0.259067;  2;  0.518135;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
63;  375;  97.150259;  4.168394;  30;  7.772021;  45;  11.658031;  70;  18.134715;  79;  20.466321;  57;  14.766839;  32;  8.290155;  31;  8.031088;  17;  4.404145;  9;  2.331606;  3;  0.777202;  2;  0.518135;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
64;  372;  96.373057;  4.207254;  25;  6.476684;  47;  12.176166;  65;  16.839378;  75;  19.430052;  62;  16.062176;  41;  10.621762;  28;  7.253886;  11;  2.849741;  12;  3.108808;  4;  1.036269;  2;  0.518135;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
65;  374;  96.891192;  4.139896;  31;  8.031088;  39;  10.103627;  69;  17.875648;  81;  20.984456;  63;  16.321244;  36;  9.326425;  31;  8.031088;  12;  3.108808;  7;  1.813472;  4;  1.036269;  1;  0.259067;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
66;  373;  96.632124;  4.090674;  28;  7.253886;  45;  11.658031;  81;  20.984456;  67;  17.357513;  61;  15.803109;  35;  9.067358;  33;  8.549223;  11;  2.849741;  7;  1.813472;  3;  0.777202;  1;  0.259067;  1;  0.259067;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
67;  375;  97.150259;  4.036269;  28;  7.253886;  53;  13.730570;  67;  17.357513;  84;  21.761658;  57;  14.766839;  38;  9.844560;  23;  5.958549;  16;  4.145078;  6;  1.554404;  2;  0.518135;  1;  0.259067;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000;  0;  0.000000
